_id,spending_behavior,processing_timestamp,applicant_info.full_name,applicant_info.email,applicant_info.ssn,applicant_info.ip_address,applicant_info.gender,applicant_info.date_of_birth,applicant_info.zip_code,financials.annual_income,financials.credit_history_months,financials.debt_to_income,financials.savings_balance,decision.loan_approved,decision.rejection_reason,loan_purpose,decision.interest_rate,decision.approved_amount,financials.annual_salary,notes
app_099,"[{'category': 'Dining', 'amount': 458}]",,Nicholas King,nicholas.king46@outlook.com,613-23-2503,10.62.62.45,Male,28/01/1990,10022,55000,61,0.17,30159,True,,,5.6,27000.0,,
app_100,"[{'category': 'Utilities', 'amount': 184}, {'category': 'Dining', 'amount': 463}]",,George Campbell,george.campbell53@outlook.com,438-48-3242,172.29.10.254,M,1962-05-01,10001,79000,99,0.22,36346,True,,,2.8,19000.0,,
app_071,"[{'category': 'Utilities', 'amount': 719}, {'category': 'Rent', 'amount': 877}]",,Debra Wilson,debra.wilson10@mail.com,542-49-2109,192.168.24.61,F,1978-02-03,90208,134000,69,0.07,72178,True,,,3.8,54000.0,,
app_104,"[{'category': 'Healthcare', 'amount': 425}]",,Maria Adams,maria.adams22@aol.com,186-65-7168,10.130.39.7,Female,1972-09-25,90254,84000,85,0.35,32846,True,,,3.6,76000.0,,
app_105,"[{'category': 'Entertainment', 'amount': 512}, {'category': 'Travel', 'amount': 568}]",,Laura Green,laura.green44@mail.com,126-24-8122,10.54.152.20,Female,1986-01-28,90243,116000,22,0.2,69276,True,,,3.6,75000.0,,
app_108,"[{'category': 'Transportation', 'amount': 383}]",,Timothy Thomas,timothy.thomas35@yahoo.com,829-65-3490,10.226.135.76,Male,14/06/1975,10057,93000,62,0.42,29257,True,,,4.2,44000.0,,
app_109,"[{'category': 'Fitness', 'amount': 67}, {'category': 'Travel', 'amount': 772}, {'category': 'Rent', 'amount': 715}]",,Anna Davis,anna.davis94@mail.com,239-98-1268,10.105.58.146,Female,2000-01-03,90278,47000,27,0.23,17289,True,,,4.0,17000.0,,
app_110,"[{'category': 'Groceries', 'amount': 316}, {'category': 'Education', 'amount': 181}]",,Mark Campbell,mark.campbell54@icloud.com,223-83-4934,192.168.251.236,Male,1962-07-07,10011,111000,112,0.07,58086,True,,,3.4,78000.0,,
app_111,"[{'category': 'Utilities', 'amount': 447}, {'category': 'Education', 'amount': 644}]",,Raymond Jones,raymond.jones74@icloud.com,191-64-5825,192.168.71.115,M,1999-09-05,10063,42000,55,0.26,9507,True,,,3.2,70000.0,,
app_112,"[{'category': 'Dining', 'amount': 841}, {'category': 'Transportation', 'amount': 564}]",,Cynthia Rodriguez,cynthia.rodriguez5@icloud.com,323-67-4611,10.134.193.125,Female,1999-08-26,90207,56000,42,0.39,1863,True,,,3.2,57000.0,,
app_114,"[{'category': 'Groceries', 'amount': 819}, {'category': 'Travel', 'amount': 261}]",,Shirley Thompson,shirley.thompson14@hotmail.com,841-69-3137,172.20.125.54,Female,1991/03/01,90204,75000,52,0.12,23554,True,,,3.9,50000.0,,
app_115,"[{'category': 'Transportation', 'amount': 239}]",,Maria Mitchell,maria.mitchell17@yahoo.com,799-16-1536,10.101.190.145,Female,1977-02-09,90294,123000,52,0.07,82257,True,,,3.6,23000.0,,
app_086,"[{'category': 'Dining', 'amount': 359}, {'category': 'Shopping', 'amount': 574}]",,Ryan Rodriguez,ryan.rodriguez52@yahoo.com,193-76-6702,172.24.172.32,Male,06/05/1993,10030,115000,15,0.17,50342,True,,,2.9,80000.0,,
app_087,"[{'category': 'Entertainment', 'amount': 726}, {'category': 'Insurance', 'amount': 54}]",,Catherine Campbell,catherine.campbell75@yahoo.com,499-29-5726,10.200.71.18,Female,1987-01-16,90247,94000,53,0.1,48204,True,,,3.2,35000.0,,
app_406,"[{'category': 'Education', 'amount': 274}]",,Thomas Jones,thomas.jones1@hotmail.com,496-11-4971,10.149.126.1,Male,1974/08/23,10099,106000,56,0.08,52422,True,,,5.4,18000.0,,
app_408,"[{'category': 'Fitness', 'amount': 406}, {'category': 'Utilities', 'amount': 342}]",,Raymond Garcia,raymond.garcia80@mail.com,774-49-4143,172.27.203.107,Male,1969-09-27,30022,74000,53,0.38,29820,True,,,4.8,37000.0,,
app_409,"[{'category': 'Healthcare', 'amount': 292}, {'category': 'Utilities', 'amount': 285}]",,Jennifer Anderson,jennifer.anderson21@icloud.com,841-30-7960,192.168.11.106,Female,1988-03-18,90292,100000,70,0.18,15473,True,,,2.8,20000.0,,
app_410,"[{'category': 'Dining', 'amount': 400}, {'category': 'Alcohol', 'amount': 638}]",,Edward Mitchell,edward.mitchell78@hotmail.com,330-61-3858,192.168.30.200,Male,1995-06-21,10051,66000,6,0.24,30498,True,,,4.9,41000.0,,
app_411,"[{'category': 'Utilities', 'amount': 879}]",,Thomas Gonzalez,thomas.gonzalez89@icloud.com,199-54-1475,172.21.242.114,Male,1994/03/21,10041,64000,26,0.3,0,True,,,5.1,40000.0,,
app_413,"[{'category': 'Rent', 'amount': 856}]",,Anthony Jackson,,584-37-2562,172.20.164.12,Male,1986-10-21,10044,92000,30,0.3,41179,True,,,6.2,41000.0,,
app_414,"[{'category': 'Insurance', 'amount': 794}]",,Brandon Williams,brandon.williams88@aol.com,732-68-4558,172.19.127.70,Male,1987-09-16,10012,76000,29,0.4,36303,True,,,5.2,57000.0,,
app_417,"[{'category': 'Travel', 'amount': 739}, {'category': 'Healthcare', 'amount': 765}]",,Patrick Green,patrick.green57@aol.com,852-28-8582,172.26.226.117,Male,1980-04-10,10072,63000,44,0.22,25271,True,,,4.7,48000.0,,
app_418,"[{'category': 'Entertainment', 'amount': 197}]",,Rachel King,rachel.king69@icloud.com,107-92-5280,192.168.65.23,Female,05/31/1975,90272,112000,82,0.05,70888,True,,,6.2,36000.0,,
app_420,"[{'category': 'Utilities', 'amount': 65}]",,Betty Allen,betty.allen48@gmail.com,543-66-7870,172.24.54.162,Female,1988/04/06,10087,81000,23,0.14,19007,True,,,3.4,66000.0,,
app_389,"[{'category': 'Transportation', 'amount': 337}]",,Kevin Allen,kevin.allen67@icloud.com,769-78-5087,192.168.162.66,Male,2001-04-30,10001,51000,12,0.33,17638,True,,,4.6,70000.0,,
app_121,"[{'category': 'Shopping', 'amount': 546}, {'category': 'Dining', 'amount': 753}, {'category': 'Insurance', 'amount': 432}]",,Charles Rivera,charles.rivera57@aol.com,481-83-3837,10.184.42.195,Male,05/21/1984,10020,90000,58,0.11,34768,True,,,3.3,66000.0,,
app_122,"[{'category': 'Insurance', 'amount': 685}, {'category': 'Utilities', 'amount': 782}, {'category': 'Travel', 'amount': 888}]",,Richard Thomas,richard.thomas4@hotmail.com,186-34-2952,192.168.201.220,Male,1964-12-12,10057,98000,61,0.26,14834,True,,,5.5,69000.0,,
app_124,"[{'category': 'Transportation', 'amount': 288}]",,Samuel Wright,samuel.wright1@icloud.com,419-22-4481,172.29.74.118,Male,18/01/1991,10025,65000,54,0.18,11237,True,,,4.3,49000.0,,
app_126,"[{'category': 'Shopping', 'amount': 861}]",,Jerry Rodriguez,jerry.rodriguez40@protonmail.com,477-14-5888,192.168.199.162,Male,1988-08-02,10054,83000,48,0.39,33657,True,,,4.1,37000.0,,
app_127,"[{'category': 'Entertainment', 'amount': 581}, {'category': 'Dining', 'amount': 739}, {'category': 'Utilities', 'amount': 379}]",,Brandon Taylor,brandon.taylor17@yahoo.com,708-16-1511,172.22.250.112,Male,1968-12-30,90261,73000,78,0.15,28164,True,,,5.9,53000.0,,
app_129,"[{'category': 'Entertainment', 'amount': 334}]",,Jessica Jackson,jessica.jackson10@mail.com,734-50-1889,10.220.105.242,Female,1985-05-18,10059,108000,54,0.17,30185,True,,,2.8,30000.0,,
app_131,"[{'category': 'Entertainment', 'amount': 878}, {'category': 'Rent', 'amount': 233}]",,Janet Johnson,janet.johnson91@gmail.com,605-97-2230,10.245.40.15,F,1960-01-02,90286,85000,127,0.09,14930,True,,,5.8,32000.0,,
app_132,"[{'category': 'Fitness', 'amount': 575}, {'category': 'Healthcare', 'amount': 91}]",,Justin Rodriguez,justin.rodriguez96@mail.com,387-16-2383,192.168.209.11,Male,11/26/1975,10040,82000,42,0.39,25146,True,,,5.6,32000.0,,
app_102,"[{'category': 'Education', 'amount': 320}]",,Edward Rivera,edward.rivera86@gmail.com,747-44-8460,192.168.182.247,M,1993/12/27,90279,76000,25,0.2,20000,True,,,3.2,22000.0,,
app_103,"[{'category': 'Insurance', 'amount': 693}]",,Debra Torres,debra.torres21@yahoo.com,607-72-9550,172.30.61.68,F,1977-02-19,10085,148000,56,0.25,61857,True,,,4.3,48000.0,,
app_136,"[{'category': 'Entertainment', 'amount': 554}, {'category': 'Transportation', 'amount': 726}, {'category': 'Adult Entertainment', 'amount': 710}]",,Edward Taylor,edward.taylor43@outlook.com,934-73-3533,192.168.88.82,Male,1993-12-13,10026,29000,43,0.36,9624,True,,,5.8,72000.0,,
app_145,"[{'category': 'Utilities', 'amount': 826}]",2024-01-15T00:00:00Z,Carolyn Robinson,carolyn.robinson18@outlook.com,887-80-6350,10.99.68.231,Female,04/10/1990,90297,85000,26,0.43,17930,False,algorithm_risk_score,,,,,
app_117,"[{'category': 'Education', 'amount': 339}]",,Joshua Lee,joshua.lee75@aol.com,899-51-8077,10.112.253.70,Male,1981-06-20,10002,69000,109,0.21,22879,True,,,5.9,77000.0,,
app_390,"[{'category': 'Education', 'amount': 122}, {'category': 'Insurance', 'amount': 508}]",,Mary Nelson,mary.nelson83@yahoo.com,548-73-9755,10.72.130.125,Female,1978-07-11,90224,68000,68,0.2,12310,True,,,5.3,63000.0,,
app_391,"[{'category': 'Education', 'amount': 461}]",,Jeffrey Perez,jeffrey.perez3@outlook.com,749-47-1082,192.168.93.38,Male,29/03/1963,10044,69000,131,0.19,37029,True,,,4.9,65000.0,,
app_395,"[{'category': 'Education', 'amount': 818}]",,Sandra Roberts,sandra.roberts28@yahoo.com,697-34-2116,192.168.183.213,Female,1985-09-26,90226,151000,3,0.08,72478,True,,,4.2,46000.0,,
app_396,"[{'category': 'Shopping', 'amount': 698}, {'category': 'Dining', 'amount': 284}, {'category': 'Groceries', 'amount': 206}]",,Katherine Harris,katherine.harris16@outlook.com,174-24-9597,10.14.75.95,Female,1976-01-28,10027,96000,124,0.2,33232,True,,,5.4,40000.0,,
app_397,"[{'category': 'Transportation', 'amount': 133}, {'category': 'Rent', 'amount': 597}]",,Kimberly Jackson,kimberly.jackson7@aol.com,490-86-7662,172.27.220.170,Female,1980/12/21,90295,133000,113,0.35,39164,True,,,3.0,63000.0,,
app_399,"[{'category': 'Groceries', 'amount': 630}]",,Dorothy Johnson,dorothy.johnson63@protonmail.com,846-62-4839,172.28.231.164,Female,1983-09-17,10083,112000,116,0.31,34612,True,,,4.5,50000.0,,
app_400,"[{'category': 'Travel', 'amount': 181}]",,Mary Jackson,mary.jackson36@yahoo.com,760-50-5199,192.168.109.56,Female,2000-06-24,30034,48000,0,0.28,5953,True,,,4.7,27000.0,,
app_402,"[{'category': 'Education', 'amount': 482}]",,Heather Flores,heather.flores23@mail.com,100-58-8097,172.21.176.42,Female,1965-03-07,90214,88000,27,1.85,37281,True,,,3.2,17000.0,,
app_404,"[{'category': 'Insurance', 'amount': 841}, {'category': 'Fitness', 'amount': 325}]",,Thomas Mitchell,thomas.mitchell21@aol.com,543-21-6993,172.30.59.137,Male,1985-11-10,10017,91000,31,0.32,2729,True,,,5.9,69000.0,,
app_373,"[{'category': 'Fitness', 'amount': 844}, {'category': 'Healthcare', 'amount': 417}]",,Sharon Ramirez,sharon.ramirez48@outlook.com,620-42-3577,192.168.182.177,Female,1988-07-31,90273,84000,5,0.3,19050,True,,,5.1,37000.0,,
app_151,"[{'category': 'Utilities', 'amount': 786}]",2024-01-15T00:00:00Z,James Young,james.young39@outlook.com,582-51-4265,192.168.53.146,M,1988-01-11,10019,124000,59,0.4,53225,False,algorithm_risk_score,,,,,
app_156,"[{'category': 'Rent', 'amount': 218}]",2024-01-15T00:00:00Z,Jessica Green,jessica.green86@gmail.com,801-19-4595,192.168.59.201,Female,1999-11-28,90239,25000,-3,0.21,13641,False,algorithm_risk_score,,,,,
app_158,"[{'category': 'Healthcare', 'amount': 681}, {'category': 'Entertainment', 'amount': 760}, {'category': 'Rent', 'amount': 825}]",2024-01-15T00:00:00Z,Maria Harris,maria.harris38@outlook.com,456-33-1025,172.29.126.102,Female,1994-12-08,90286,74000,31,0.38,27666,False,algorithm_risk_score,,,,,
app_161,"[{'category': 'Dining', 'amount': 155}]",2024-01-15T00:00:00Z,James Hernandez,james.hernandez26@gmail.com,279-33-8125,192.168.114.31,Male,2001-04-06,10067,40000,16,0.07,21612,False,algorithm_risk_score,,,,,
app_134,"[{'category': 'Groceries', 'amount': 595}]",,Brandon Moore,brandon.moore99@aol.com,714-64-1550,10.236.143.233,Male,06/10/1993,10048,98000,60,0.12,24889,True,,,6.0,69000.0,,
app_167,"[{'category': 'Rent', 'amount': 465}, {'category': 'Utilities', 'amount': 641}]",2024-01-15T00:00:00Z,Emma Williams,emma.williams6@icloud.com,406-96-8493,172.31.200.173,F,1983-05-10,90214,105000,32,0.17,55374,False,algorithm_risk_score,,,,,
app_172,"[{'category': 'Rent', 'amount': 809}]",2024-01-15T00:00:00Z,Rachel Sanchez,rachel.sanchez78@hotmail.com,557-61-9414,10.130.95.22,Female,1988-11-17,90213,64000,14,0.14,31122,False,algorithm_risk_score,,,,,
app_173,"[{'category': 'Utilities', 'amount': 803}, {'category': 'Education', 'amount': 734}]",2024-01-15T00:00:00Z,Sarah Hall,sarah.hall95@hotmail.com,131-14-4051,10.168.245.226,Female,18/07/1979,90277,115000,60,0.05,62581,False,algorithm_risk_score,,,,,
app_180,"[{'category': 'Entertainment', 'amount': 532}, {'category': 'Dining', 'amount': 75}, {'category': 'Alcohol', 'amount': 614}]",2024-01-15T00:00:00Z,Justin Green,justin.green48@protonmail.com,228-49-1561,10.20.49.18,Male,1969/10/14,10002,111000,52,0.43,30253,False,algorithm_risk_score,,,,,
app_392,"[{'category': 'Insurance', 'amount': 68}]",,Emma Johnson,emma.johnson73@yahoo.com,518-98-9708,192.168.52.95,Female,28/11/1998,90217,56000,0,0.16,25551,True,,,4.5,39000.0,,
app_031,"[{'category': 'Travel', 'amount': 155}, {'category': 'Insurance', 'amount': 62}, {'category': 'Fitness', 'amount': 320}]",,Frank Baker,frank.baker87@icloud.com,216-52-4471,172.28.35.177,Male,1973-05-05,90258,79000,83,0.36,17700,True,,,4.4,51000.0,,
app_032,"[{'category': 'Utilities', 'amount': 483}, {'category': 'Shopping', 'amount': 767}, {'category': 'Rent', 'amount': 694}, {'category': 'Adult Entertainment', 'amount': 497}]",,Andrew Martinez,andrew.martinez39@outlook.com,788-38-3158,172.26.119.18,Male,1982-09-29,30019,124000,72,0.07,24282,True,,,5.5,75000.0,,
app_187,"[{'category': 'Fitness', 'amount': 428}]",2024-01-15T00:00:00Z,Andrew Lewis,andrew.lewis53@aol.com,875-49-5940,192.168.117.114,M,1990-06-27,10085,67000,52,0.3,31102,False,algorithm_risk_score,,,,,
app_033,"[{'category': 'Shopping', 'amount': 185}]",,Barbara Anderson,barbara.anderson27@hotmail.com,564-99-3399,192.168.114.161,Female,1993-12-10,30047,83000,73,0.1,27950,True,,,6.0,51000.0,,
app_034,"[{'category': 'Transportation', 'amount': 358}]",,Larry Williams,larry.williams47@protonmail.com,142-17-2501,172.20.137.145,Male,1985/05/15,10013,88000,53,0.36,38528,True,,,4.0,68000.0,,
app_190,"[{'category': 'Dining', 'amount': 317}, {'category': 'Shopping', 'amount': 223}, {'category': 'Fitness', 'amount': 849}]",2024-01-15T00:00:00Z,Heather White,heather.white42@icloud.com,217-44-8191,192.168.242.9,Female,1999-10-05,90297,0,0,0.14,19603,False,algorithm_risk_score,,,,,
app_191,"[{'category': 'Shopping', 'amount': 303}, {'category': 'Fitness', 'amount': 188}, {'category': 'Entertainment', 'amount': 737}]",2024-01-15T00:00:00Z,Pamela Hill,pamela.hill70@outlook.com,757-87-6454,172.28.37.204,Female,1959-09-06,90281,98000,78,0.16,20428,False,algorithm_risk_score,,,,,
app_035,"[{'category': 'Healthcare', 'amount': 372}, {'category': 'Education', 'amount': 711}, {'category': 'Utilities', 'amount': 473}]",,Ashley Ramirez,ashley.ramirez39@yahoo.com,300-69-5628,192.168.199.159,Female,1975-03-01,90233,81000,37,0.07,35656,True,,,5.3,40000.0,,
app_193,"[{'category': 'Education', 'amount': 638}, {'category': 'Adult Entertainment', 'amount': 322}]",2024-01-15T00:00:00Z,Rachel King,rachel.king61@gmail.com,852-24-1787,10.39.214.38,Female,1984-08-02,90221,155000,9,0.08,30968,False,insufficient_credit_history,,,,,
app_194,"[{'category': 'Education', 'amount': 224}]",2024-01-15T00:00:00Z,Ashley Allen,ashley.allen44@protonmail.com,811-74-5906,10.92.26.69,Female,1992-03-16,90223,80000,3,0.09,32385,False,algorithm_risk_score,,,,,
app_036,"[{'category': 'Dining', 'amount': 723}]",,Betty Hall,betty.hall38@hotmail.com,427-27-7779,10.141.198.139,Female,1988-03-31,90227,141000,18,0.4,77318,True,,,3.3,49000.0,,
app_470,"[{'category': 'Groceries', 'amount': 867}, {'category': 'Healthcare', 'amount': 170}]",,Kenneth Wright,kenneth.wright74@hotmail.com,588-85-4126,172.17.153.140,Male,1984-04-01,10062,66000,40,0.43,32402,True,,,3.4,35000.0,,
app_166,"[{'category': 'Insurance', 'amount': 685}]",2024-01-15T00:00:00Z,Amy Harris,amy.harris92@mail.com,262-99-5707,192.168.208.6,Female,1978-08-03,90247,118000,54,0.13,35023,False,algorithm_risk_score,,,,,
app_199,"[{'category': 'Healthcare', 'amount': 382}, {'category': 'Rent', 'amount': 327}]",2024-01-15T00:00:00Z,Donald Garcia,donald.garcia71@hotmail.com,264-53-5742,192.168.142.118,M,1994-07-07,30008,68000,43,0.41,8346,False,algorithm_risk_score,,,,,
app_200,"[{'category': 'Shopping', 'amount': 480}, {'category': 'Rent', 'amount': 790}, {'category': 'Alcohol', 'amount': 247}]",2024-01-15T00:00:00Z,Jerry Smith,jerry.smith17@hotmail.com,596-64-4340,192.168.48.155,Male,2001-03-09,10036,73000,23,0.2,31212,False,algorithm_risk_score,,,,,
app_201,"[{'category': 'Healthcare', 'amount': 602}]",,James Baker,james.baker60@yahoo.com,703-96-2898,10.138.254.4,Male,1996-12-31,10088,36000,27,0.11,11695,False,algorithm_risk_score,home_improvement,,,,
app_471,"[{'category': 'Groceries', 'amount': 224}]",,Nicholas Lewis,nicholas.lewis84@yahoo.com,352-53-7529,10.197.113.236,M,1979/12/26,10032,80000,61,0.08,9728,True,,,2.7,50000.0,,
app_323,"[{'category': 'Travel', 'amount': 133}, {'category': 'Education', 'amount': 65}]",,Michael Thompson,michael.thompson45@gmail.com,862-33-2796,172.26.169.208,Male,08/11/1981,10090,113000,92,0.4,27746,True,,,3.9,80000.0,,
app_204,"[{'category': 'Travel', 'amount': 778}]",,Jonathan Carter,mike johnson@gmail.com,972-81-1928,10.77.72.174,Male,1983-04-12,90256,81000,63,0.22,14018,False,algorithm_risk_score,vacation,,,,
app_205,"[{'category': 'Entertainment', 'amount': 821}, {'category': 'Utilities', 'amount': 727}]",,Anna Rodriguez,anna.rodriguez64@hotmail.com,676-49-1041,10.244.192.51,Female,1985-06-02,90267,66000,53,0.25,23205,False,algorithm_risk_score,vacation,,,,
app_206,"[{'category': 'Education', 'amount': 523}]",,Eric Lopez,eric.lopez71@hotmail.com,777-10-2991,172.31.144.149,Male,1963/01/29,10003,72000,44,0.19,15112,False,algorithm_risk_score,wedding,,,,
app_207,"[{'category': 'Insurance', 'amount': 866}, {'category': 'Travel', 'amount': 837}, {'category': 'Gambling', 'amount': 679}]",,Betty White,betty.white53@gmail.com,633-70-2315,10.102.66.189,Female,06/20/2000,90201,62000,17,0.32,29372,False,algorithm_risk_score,vacation,,,,
app_050,"[{'category': 'Dining', 'amount': 259}, {'category': 'Travel', 'amount': 260}]",,Amanda Brown,amanda.brown92@yahoo.com,695-46-5371,172.30.31.249,Female,1994-05-06,90267,30000,49,0.06,9588,True,,,2.5,48000.0,,
app_009,"[{'category': 'Entertainment', 'amount': 718}]",,Heather Smith,heather.smith97@gmail.com,476-51-2722,192.168.237.76,Female,1989-11-20,90261,92000,15,0.08,39921,True,,,5.9,27000.0,,
app_008,"[{'category': 'Utilities', 'amount': 881}]",,Karen Martin,karen.martin3@outlook.com,351-97-8739,10.234.196.212,Female,1993-07-12,90244,80000,24,0.43,22882,True,,,3.6,51000.0,,
app_211,"[{'category': 'Groceries', 'amount': 136}]",,Barbara Martin,barbara.martin84@mail.com,112-31-7412,172.28.207.224,F,1988-08-19,90222,112000,75,0.08,62775,False,algorithm_risk_score,education,,,,
app_212,"[{'category': 'Rent', 'amount': 81}]",,Amy Flores,amy.flores63@outlook.com,654-72-8456,172.17.7.50,Female,1997-12-09,90231,50000,25,0.2,20787,False,algorithm_risk_score,personal,,,,
app_454,"[{'category': 'Travel', 'amount': 592}]",,Sharon Jackson,sharon.jackson27@outlook.com,953-65-4954,172.28.143.211,Female,1980-04-05,90219,99000,74,0.18,32988,True,,,5.3,76000.0,,
app_500,"[{'category': 'Transportation', 'amount': 451}]",,Gregory Robinson,gregory.robinson44@gmail.com,195-84-3232,192.168.9.203,M,1991-02-27,10048,86000,12,0.13,42908,True,,,5.2,38000.0,,
app_486,"[{'category': 'Transportation', 'amount': 777}]",,Nicholas Garcia,nicholas.garcia36@gmail.com,109-41-3092,192.168.244.27,Male,1963-09-15,10040,79000,95,0.09,35264,True,,,2.9,64000.0,,
app_026,"[{'category': 'Travel', 'amount': 634}, {'category': 'Dining', 'amount': 260}, {'category': 'Groceries', 'amount': 220}]",,Pamela Perez,pamela.perez96@outlook.com,512-39-4116,10.68.90.51,F,1981-06-14,90229,72000,69,0.31,34051,True,,,3.2,20000.0,,
app_217,"[{'category': 'Healthcare', 'amount': 147}, {'category': 'Dining', 'amount': 633}]",,Paul Hernandez,paul.hernandez12@yahoo.com,320-37-6522,172.21.89.24,Male,1986-12-22,10079,91000,56,0.23,47092,False,algorithm_risk_score,auto,,,,
app_013,"[{'category': 'Education', 'amount': 335}]",,Heather Davis,heather.davis26@aol.com,941-17-4706,172.21.115.246,Female,1989-08-23,90218,57000,18,0.45,28706,True,,,3.9,70000.0,,
app_219,"[{'category': 'Travel', 'amount': 291}, {'category': 'Groceries', 'amount': 132}]",,Shirley Davis,shirley.davis94@yahoo.com,994-53-6088,10.71.231.137,Female,05/11/1983,90225,99000,28,0.09,66409,False,insufficient_credit_history,debt_consolidation,,,,
app_220,"[{'category': 'Shopping', 'amount': 484}]",,Anthony Johnson,anthony.johnson10@yahoo.com,795-39-2227,192.168.31.81,Male,1987-11-21,10034,121000,48,0.17,18326,False,algorithm_risk_score,education,,,,
app_221,"[{'category': 'Entertainment', 'amount': 158}]",,Amy Robinson,amy.robinson52@aol.com,607-39-7447,192.168.84.247,Female,2000-04-21,90247,59000,34,0.45,17248,False,insufficient_credit_history,medical,,,,
app_222,"[{'category': 'Entertainment', 'amount': 298}, {'category': 'Travel', 'amount': 315}]",,Brenda Perez,brenda.perez96@aol.com,636-56-7305,192.168.133.49,F,1965-11-07,90299,102000,104,0.28,17483,False,algorithm_risk_score,personal,,,,
app_017,"[{'category': 'Entertainment', 'amount': 715}, {'category': 'Transportation', 'amount': 156}, {'category': 'Gambling', 'amount': 125}]",,Nicole Allen,nicole.allen46@outlook.com,974-39-2580,192.168.15.187,Female,1995-02-11,90282,109000,60,0.15,40059,True,,,6.1,55000.0,,
app_224,"[{'category': 'Entertainment', 'amount': 131}]",,Mark Jackson,mark.jackson41@yahoo.com,263-68-2220,10.248.103.20,Male,1968-06-04,10052,93000,81,0.12,53299,False,algorithm_risk_score,medical,,,,
app_225,"[{'category': 'Shopping', 'amount': 153}]",,George Clark,george.clark56@mail.com,745-55-9936,10.159.91.211,Male,2001/01/03,30017,22000,0,0.28,3918,False,algorithm_risk_score,education,,,,
app_184,"[{'category': 'Entertainment', 'amount': 463}]",2024-01-15T00:00:00Z,Brian Rodriguez,brian.rodriguez86@aol.com,480-41-2475,172.29.125.105,M,1999-05-21,10080,57000,14,0.23,31763,False,algorithm_risk_score,,,,,
app_227,"[{'category': 'Rent', 'amount': 380}]",,Nicole Walker,nicole.walker5@outlook.com,401-38-9057,172.17.226.214,F,10/02/2002,90257,44000,26,0.22,26111,False,algorithm_risk_score,debt_consolidation,,,,
app_019,"[{'category': 'Healthcare', 'amount': 853}, {'category': 'Entertainment', 'amount': 271}]",,Joshua King,joshua.king45@gmail.com,765-10-4403,192.168.10.121,M,17/05/1983,10086,130000,78,0.18,23420,True,,,6.4,19000.0,,
app_197,"[{'category': 'Fitness', 'amount': 368}, {'category': 'Healthcare', 'amount': 136}]",2024-01-15T00:00:00Z,Amanda Brown,amanda.brown31@icloud.com,885-43-6142,192.168.85.229,Female,1970/04/15,90284,80000,83,0.21,37307,False,algorithm_risk_score,,,,,
app_198,"[{'category': 'Utilities', 'amount': 366}]",2024-01-15T00:00:00Z,Robert Lee,robert.lee68@yahoo.com,306-62-4668,192.168.48.82,M,26/07/1996,10057,49000,0,0.12,21939,False,algorithm_risk_score,,,,,
app_020,"[{'category': 'Fitness', 'amount': 98}]",,Margaret Lee,margaret.lee42@outlook.com,611-64-3809,172.19.238.9,F,1977/12/24,30014,133000,55,0.38,60268,True,,,5.2,23000.0,,
app_485,"[{'category': 'Education', 'amount': 765}, {'category': 'Entertainment', 'amount': 164}]",,Margaret Taylor,margaret.taylor92@protonmail.com,741-12-7717,10.216.187.15,Female,24/10/1988,90256,108000,74,0.37,57352,True,,,3.7,72000.0,,
app_473,"[{'category': 'Insurance', 'amount': 169}]",,Karen Harris,karen.harris60@protonmail.com,795-85-4042,172.28.33.181,Female,1991-08-26,90244,54000,0,0.21,13722,True,,,4.2,43000.0,,
app_234,"[{'category': 'Insurance', 'amount': 526}]",,Samuel Hill,samuel.hill67@protonmail.com,937-72-8731,10.143.146.157,Male,1976/01/29,10090,96000,60,0.3,38703,False,algorithm_risk_score,education,,,,
app_475,"[{'category': 'Utilities', 'amount': 460}]",,Dorothy Anderson,dorothy.anderson57@outlook.com,289-90-8282,192.168.143.36,Female,1982-06-29,90296,108000,43,0.36,24107,True,,,4.5,61000.0,,
app_476,"[{'category': 'Insurance', 'amount': 667}, {'category': 'Rent', 'amount': 279}, {'category': 'Entertainment', 'amount': 187}]",,Gregory Allen,gregory.allen43@yahoo.com,990-83-8035,192.168.239.250,Male,1975-09-01,10082,53000,118,0.44,8148,True,,,3.9,77000.0,,
app_237,"[{'category': 'Fitness', 'amount': 235}, {'category': 'Education', 'amount': 877}]",,Nicholas Miller,nicholas.miller59@mail.com,266-19-6931,172.25.56.120,M,1995-05-14,10033,61000,30,0.33,20775,False,algorithm_risk_score,business,,,,
app_238,"[{'category': 'Fitness', 'amount': 666}, {'category': 'Entertainment', 'amount': 708}, {'category': 'Dining', 'amount': 720}]",,Andrew Carter,andrew.carter41@protonmail.com,760-94-9485,10.39.210.182,Male,11/03/1988,10057,131000,112,0.17,65612,False,algorithm_risk_score,business,,,,
app_239,"[{'category': 'Fitness', 'amount': 159}]",,Pamela Jackson,pamela.jackson33@gmail.com,501-16-9057,10.66.71.252,F,12/13/1970,90260,58000,118,0.25,10333,False,algorithm_risk_score,moving,,,,
app_240,"[{'category': 'Insurance', 'amount': 778}]",,Maria Wright,maria.wright71@protonmail.com,391-67-6469,192.168.197.60,Female,1974-11-27,90209,130000,83,0.14,59062,False,algorithm_risk_score,home_improvement,,,,
